"","Valid_Video","PCG","EVENT","PID","Coll","Gear_ID","Data.Source","GMT","Day","Month","Year","Latitude","Longitude","Stat_Depth","Samp_Depth","Samp_Dur","Station.Number","Station_Code","Pressure","Depth","Temp","Salinity","Oxygen","CHLA","PO4","NO2","NO3","Backscatter","PAR","Turbidity","Camera_A","Camera_A2","Camera_C","Camera_C2","Camera_CO","Camera_I","Camera_T","CameraBrandA","CameraBrandA2","CameraBrandC","CameraBrandC2","CameraBrandCO","CameraBrandI","CameraBrand","CameraModelA","CameraModelA2","CameraModelC","CameraModelC2","CameraModelCO","CameraModelI","CameraModel","Reader.InitialsA","Reader.InitialsA2","Date.ReadA","Date.ReadA2","Reviewer.InitialsA","Reviewer.InitialsA2","Date.ReviewedA","Date.ReviewedA2","No.Readable.FramesA","No.Readable.FramesA2","Video.ReadableA","Video.ReadableA2","Primary.ReasonA","Primary.ReasonA2","Camera_Dark","Camera_Bounces","Camera_Moves","Camera_Obstruction","Camera_Focus","Camera_Turbidity","Max_Biota_Density","Mean_Biota_Density","Biota_Height","Max_Substrate_Density","Mean_Substrate_Density","Substrate_Size","Substrate_Relief","Current_Direction","Current_Magnitude","MeanCountA","MeanCountA2","Abund01.A","Abund01.A2","Abund01","MaxN.A","MaxN.A2","MaxN","which.max"
"3242","Yes","T59147032324","2014-49","T59",147032,"324","SMRFC","14:26",24,4,2014,32.35,-79.05,52,52,103,NA,"ReconConv",54.57,54.2,19.85,36.22,5.03,0.48,NA,NA,NA,NA,NA,1.43,1,NA,NA,NA,NA,NA,NA,"Canon",NA,NA,NA,NA,NA,NA,"HF S200",NA,NA,NA,NA,NA,NA,"DMM",NA,"5/16/2014",NA,"",NA,"",NA,41,NA,"Yes",NA,"",NA,"Not Dark","No Bounce","Doesn't Move","No Obstruction","Focused","Clear",10,10,"Max Height >0.5 m",2,2,"> 50% consolidated sediment <1 m in diameter","<0.3 m of Relief","Cross","Weak",0,NA,0,NA,0,0,NA,0,"A Camera"
"3243","Yes","T59147033324","2014-49","T59",147033,"324","SMRFC","14:29",24,4,2014,32.35,-79.05,50,50,103,NA,"ReconConv",54.57,54.2,19.85,36.22,5.03,0.48,NA,NA,NA,NA,NA,1.43,1,NA,NA,NA,NA,NA,NA,"Canon",NA,NA,NA,NA,NA,NA,"HF S200",NA,NA,NA,NA,NA,NA,"DMM",NA,"5/16/2014",NA,"",NA,"",NA,41,NA,"Yes",NA,"",NA,"Not Dark","No Bounce","Doesn't Move","No Obstruction","Focused","Clear",30,30,"Max Height >0.5 m",15,15,"> 50% consolidated sediment <1 m in diameter","<0.3 m of Relief","Cross","Weak",0,NA,0,NA,0,0,NA,0,"A Camera"
"3244","Yes","T59147158324","2014-173","T59",147158,"324","SMRFC","16:55",13,9,2014,33.68,-77.04,36,36,90,NA,"ReconConv",39.6,39.3,27.37,36.35,4.67,0.73,NA,NA,NA,NA,NA,1.837,1,NA,NA,NA,1,NA,NA,"Canon",NA,NA,NA,"GoPro",NA,NA,"HF S200",NA,NA,NA,"HD Hero3",NA,NA,"DMG",NA,"10/20/2014",NA,"",NA,"",NA,41,NA,"Yes",NA,"",NA,"Not Dark","No Bounce","Doesn't Move","No Obstruction","Focused","Clear",25,25,"Max Height >0.5 m",5,5,"> 50% consolidated sediment <1 m in diameter","<0.3 m of Relief","Cross","Weak",0,NA,0,NA,0,0,NA,0,"A Camera"
"3245","Yes","T59147159324","2014-173","T59",147159,"324","SMRFC","17:01",13,9,2014,33.68,-77.04,37,37,89,NA,"ReconConv",39.6,39.3,27.37,36.35,4.67,0.73,NA,NA,NA,NA,NA,1.837,1,NA,NA,NA,1,NA,NA,"Canon",NA,NA,NA,"GoPro",NA,NA,"HF S200",NA,NA,NA,"HD Hero3",NA,NA,"DMG",NA,"10/20/2014",NA,"",NA,"",NA,41,NA,"Yes",NA,"",NA,"Not Dark","No Bounce","Doesn't Move","No Obstruction","Focused","Clear",25,20,"Max Height >0.5 m",5,3,"> 50% consolidated sediment <1 m in diameter","<0.3 m of Relief","Cross","Weak",0,NA,0,NA,0,0,NA,0,"A Camera"
"3246","Yes","T59147160324","2014-173","T59",147160,"324","SMRFC","17:06",13,9,2014,33.69,-77.04,36,36,90,NA,"ReconConv",39.6,39.3,27.37,36.35,4.67,0.73,NA,NA,NA,NA,NA,1.837,1,NA,NA,NA,1,NA,NA,"Canon",NA,NA,NA,"GoPro",NA,NA,"HF S200",NA,NA,NA,"HD Hero3",NA,NA,"DMG",NA,"10/20/2014",NA,"",NA,"",NA,41,NA,"Yes",NA,"",NA,"Not Dark","No Bounce","Doesn't Move","No Obstruction","Focused","Clear",30,27.5,"Max Height >0.5 m",20,17.5,"> 50% consolidated sediment <1 m in diameter","<0.3 m of Relief","Cross","Weak",0,NA,0,NA,0,0,NA,0,"A Camera"
"3247","Yes","T59147161324","2014-173","T59",147161,"324","SMRFC","17:10",13,9,2014,33.69,-77.04,37,37,91,NA,"ReconConv",39.6,39.3,27.37,36.35,4.67,0.73,NA,NA,NA,NA,NA,1.837,1,NA,NA,NA,1,NA,NA,"Canon",NA,NA,NA,"GoPro",NA,NA,"HF S200",NA,NA,NA,"HD Hero3",NA,NA,"DMG",NA,"10/20/2014",NA,"",NA,"",NA,41,NA,"Yes",NA,"",NA,"Not Dark","No Bounce","Doesn't Move","No Obstruction","Focused","Clear",45,42.5,"Max Height >0.5 m",10,7.5,"> 50% consolidated sediment <1 m in diameter","<0.3 m of Relief","Cross","Weak",0,NA,0,NA,0,0,NA,0,"A Camera"
"3248","Yes","T60123140324","2012-1022","T60",123140,"324","SEFIS","14:11",30,4,2012,31.27,-79.87,52,52,82,264,"Random",82.43,56.43,19.37,36.19,5.42,15.44,NA,NA,NA,0.27,2.85,NA,1,NA,1,NA,NA,1,NA,"Canon",NA,"GoPro",NA,NA,"GoPro",NA,"HF S200",NA,"HD Hero/Flat Housing",NA,NA,"HD Hero/Old Housing",NA,"BZT",NA,"1/25/2013",NA,"",NA,"",NA,41,NA,"Yes",NA,"",NA,"Not Dark","No Bounce","Doesn't Move","No Obstruction","Focused","Fair",30,25,"Max Height >0.5 m",30,20,">50% Consolidated Sediment > 1 m in diameter","0.3 - 1 m of Relief","Cross","Strong",0,NA,0,NA,0,0,NA,0,"A Camera"
"3249","Yes","T59147163324","2014-173","T59",147163,"324","SMRFC","17:26",13,9,2014,33.7,-77.03,37,37,88,NA,"ReconConv",39.6,39.3,27.37,36.35,4.67,0.73,NA,NA,NA,NA,NA,1.837,1,NA,NA,NA,1,NA,NA,"Canon",NA,NA,NA,"GoPro",NA,NA,"HF S200",NA,NA,NA,"HD Hero3",NA,NA,"DMG",NA,"10/17/2014",NA,"",NA,"",NA,41,NA,"Yes",NA,"",NA,"Not Dark","No Bounce","Doesn't Move","No Obstruction","Focused","Clear",20,20,"Max Height >0.5 m",2,1.5,"> 50% consolidated sediment <1 m in diameter","<0.3 m of Relief","Away","Weak",0,NA,0,NA,0,0,NA,0,"A Camera"
"3250","Yes","T60100015324","2010-5002","T60",100015,"324","SEFIS","19:12",28,7,2010,31.74,-80.22,31,31,98,468,"Duplicate",38.47,26.34,23.73,36.25,7.13,6.62,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,"GoPro",NA,NA,NA,NA,NA,NA,"HD Hero/Old Housing",NA,NA,NA,NA,NA,NA,"ZHS",NA,"2/10/2011",NA,"CMS",NA,"2/8/2013",NA,41,NA,"Yes",NA,"",NA,"Not Dark","No Bounce","Doesn't Move","No Obstruction","Out of Focus, but Readable","Clear",10,10,"Max height < 0.5 m",35,35,">50% Consolidated Sediment > 1 m in diameter","<0.3 m of Relief","Towards","Weak",0,NA,0,NA,0,0,NA,0,"A Camera"
"3251","Yes","T60123143324","2012-1022","T60",123143,"324","SEFIS","14:28",30,4,2012,31.26,-79.88,55,55,100,259,"Random",82.43,56.43,19.37,36.19,5.42,15.44,NA,NA,NA,0.27,2.85,NA,1,NA,1,NA,NA,NA,NA,"Canon",NA,"GoPro",NA,NA,NA,NA,"HF S200",NA,"HD Hero/Flat Housing",NA,NA,NA,NA,"BZT",NA,"11/6/2012",NA,"",NA,"",NA,41,NA,"Yes",NA,"",NA,"Not Dark","No Bounce","Doesn't Move","No Obstruction","Out of Focus, but Readable","Fair",30,22.5,"Max height < 0.5 m",2,1,"> 50% consolidated sediment <1 m in diameter","<0.3 m of Relief","Cross","Strong",0,NA,0,NA,0,0,NA,0,"A Camera"
"3252","Yes","T60123144324","2012-1022","T60",123144,"324","SEFIS","14:34",30,4,2012,31.25,-79.88,48,48,107,256,"Random",82.43,56.43,19.37,36.19,5.42,15.44,NA,NA,NA,0.27,2.85,NA,1,NA,1,NA,NA,NA,NA,"Canon",NA,"GoPro",NA,NA,NA,NA,"HF S200",NA,"HD Hero/Flat Housing",NA,NA,NA,NA,"BZT",NA,"11/8/2012",NA,"",NA,"",NA,41,NA,"Yes",NA,"",NA,"Not Dark","No Bounce","Doesn't Move","No Obstruction","Focused","Fair",60,45,"Max Height >0.5 m",90,75,">50% Consolidated Sediment > 1 m in diameter",">1 m of Relief","Away","Strong",0,NA,0,NA,0,0,NA,0,"A Camera"
"3253","Yes","T60100018324","2010-5002","T60",100018,"324","SEFIS","19:55",28,7,2010,31.74,-80.23,30,30,98,466,"NonRandom",38.47,26.34,23.73,36.25,7.13,6.62,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,"GoPro",NA,NA,NA,NA,NA,NA,"HD Hero/Old Housing",NA,NA,NA,NA,NA,NA,"ZHS",NA,"4/7/2011",NA,"",NA,"",NA,41,NA,"Yes",NA,"",NA,"Not Dark","No Bounce","Doesn't Move","No Obstruction","Out of Focus, but Readable","Fair",5,5,"Max height < 0.5 m",20,20,"> 50% consolidated sediment <1 m in diameter","<0.3 m of Relief","Cross","Weak",0,NA,0,NA,0,0,NA,0,"A Camera"
"3254","Yes","T60123147324","2012-1023","T60",123147,"324","SEFIS","18:28",30,4,2012,31.48,-79.76,64,64,78,2206,"Random",100.42,68.75,14.88,35.88,4.18,4.12,NA,NA,NA,0.39,1.66,NA,1,NA,1,NA,NA,1,NA,"Canon",NA,"GoPro",NA,NA,"GoPro",NA,"HF S200",NA,"HD Hero/Flat Housing",NA,NA,"HD Hero/Old Housing",NA,"BZT",NA,"11/14/2012",NA,"",NA,"",NA,41,NA,"Yes",NA,"",NA,"Not Dark","No Bounce","Doesn't Move","No Obstruction","Focused","Fair",60,47.5,"Max Height >0.5 m",25,17.5,">50% Consolidated Sediment > 1 m in diameter","<0.3 m of Relief","Away","Weak",0,NA,0,NA,0,0,NA,0,"A Camera"
"3255","Yes","T60123148324","2012-1023","T60",123148,"324","SEFIS","18:36",30,4,2012,31.48,-79.74,69,69,83,2210,"Random",100.42,68.75,14.88,35.88,4.18,4.12,NA,NA,NA,0.39,1.66,NA,1,NA,1,NA,NA,NA,NA,"Canon",NA,"GoPro",NA,NA,NA,NA,"HF S200",NA,"HD Hero/Flat Housing",NA,NA,NA,NA,"BZT",NA,"11/15/2012",NA,"",NA,"",NA,41,NA,"Yes",NA,"",NA,"Dark, but Readable","No Bounce","Doesn't Move","No Obstruction","Focused","Fair",0,0,"No attached biota",0,0,"No consolidated sediment","<0.3 m of Relief","Away","Weak",0,NA,0,NA,0,0,NA,0,"A Camera"
"3256","Yes","T60100022324","2010-5003","T60",100022,"324","SEFIS","11:47",29,7,2010,30.89,-80.61,33,33,98,5228,"ReconConv",47.74,32.69,22.13,36.2,6.73,3.71,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,"GoPro",NA,NA,NA,NA,NA,NA,"HD Hero/Old Housing",NA,NA,NA,NA,NA,NA,"CMS",NA,"4/20/2011",NA,"",NA,"",NA,41,NA,"Yes",NA,"",NA,"Not Dark","No Bounce","Doesn't Move","No Obstruction","Out of Focus, but Readable","Clear",3,3,"Max Height >0.5 m",0,0,"No consolidated sediment","<0.3 m of Relief","Current Direction Unknown","Current Magnitude Unknown",0,NA,0,NA,0,0,NA,0,"A Camera"
"3257","Yes","T60100023324","2010-5003","T60",100023,"324","SEFIS","11:50",29,7,2010,30.89,-80.61,32,32,105,202,"Random",47.74,32.69,22.13,36.2,6.73,3.71,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,"GoPro",NA,NA,NA,NA,NA,NA,"HD Hero/Old Housing",NA,NA,NA,NA,NA,NA,"DJB",NA,"2/10/2011",NA,"",NA,"",NA,41,NA,"Yes",NA,"",NA,"Not Dark","No Bounce","Doesn't Move","No Obstruction","Out of Focus, but Readable","Clear",8,8,"Max height < 0.5 m",15,15,"> 50% consolidated sediment <1 m in diameter","<0.3 m of Relief","Cross","Weak",0,NA,0,NA,0,0,NA,0,"A Camera"
"3258","Yes","T60100024324","2010-5003","T60",100024,"324","SEFIS","11:59",29,7,2010,30.89,-80.61,33,33,110,208,"Random",47.74,32.69,22.13,36.2,6.73,3.71,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,"GoPro",NA,NA,NA,NA,NA,NA,"HD Hero/Old Housing",NA,NA,NA,NA,NA,NA,"CMS",NA,"4/25/2011",NA,"ZHS",NA,"11/13/2012",NA,41,NA,"Yes",NA,"",NA,"Not Dark","No Bounce","Doesn't Move","No Obstruction","Out of Focus, but Readable","Clear",0,0,"No attached biota",0,0,"No consolidated sediment","<0.3 m of Relief","Cross","Weak",0,NA,0,NA,0,0,NA,0,"A Camera"
"3259","Yes","T60123152324","2012-1023","T60",123152,"324","SEFIS","19:01",30,4,2012,31.49,-79.74,69,69,107,2214,"Random",100.42,68.75,14.88,35.88,4.18,4.12,NA,NA,NA,0.39,1.66,NA,1,NA,1,NA,NA,NA,NA,"Canon",NA,"GoPro",NA,NA,NA,NA,"HF S200",NA,"HD Hero/Flat Housing",NA,NA,NA,NA,"BZT",NA,"11/20/2012",NA,"DJB",NA,"11/7/2013",NA,41,NA,"Yes",NA,"",NA,"Not Dark","No Bounce","Doesn't Move","No Obstruction","Focused","Fair",5,2.5,"Max Height >0.5 m",10,5,">50% Consolidated Sediment > 1 m in diameter","<0.3 m of Relief","Away","Weak",0,NA,0,NA,0,0,NA,0,"A Camera"
"3260","Yes","T60100026324","2010-5003","T60",100026,"324","SEFIS","12:27",29,7,2010,30.88,-80.61,34,34,102,NA,"Recon",47.74,32.69,22.13,36.2,6.73,3.71,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,"GoPro",NA,NA,NA,NA,NA,NA,"HD Hero/Old Housing",NA,NA,NA,NA,NA,NA,"CMS",NA,"5/18/2011",NA,"",NA,"",NA,41,NA,"Yes",NA,"",NA,"Not Dark","No Bounce","Doesn't Move","No Obstruction","Out of Focus, but Readable","Clear",0,0,"No attached biota",0,0,"No consolidated sediment","<0.3 m of Relief","Cross","Weak",0,NA,0,NA,0,0,NA,0,"A Camera"
"3261","Yes","T60100027324","2010-5003","T60",100027,"324","SEFIS","12:33",29,7,2010,30.89,-80.61,33,33,107,NA,"Recon",47.74,32.69,22.13,36.2,6.73,3.71,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,"GoPro",NA,NA,NA,NA,NA,NA,"HD Hero/Old Housing",NA,NA,NA,NA,NA,NA,"DJB",NA,"4/19/2011",NA,"",NA,"",NA,41,NA,"Yes",NA,"",NA,"Not Dark","No Bounce","Doesn't Move","No Obstruction","Out of Focus, but Readable","Clear",2,2,"Max height < 0.5 m",0,0,"No consolidated sediment","<0.3 m of Relief","Away","Weak",0,NA,0,NA,0,0,NA,0,"A Camera"
"3262","Yes","T60100029324","2010-5004","T60",100029,"324","SEFIS","15:02",29,7,2010,30.91,-80.59,34,34,92,NA,"Recon",50.14,34.33,21.88,36.19,6.7,4.26,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,"GoPro",NA,NA,NA,NA,NA,NA,"HD Hero/Old Housing",NA,NA,NA,NA,NA,NA,"CMS",NA,"5/8/2011",NA,"ZHS",NA,"11/13/2012",NA,41,NA,"Yes",NA,"",NA,"Not Dark","No Bounce","Doesn't Move","No Obstruction","Out of Focus, but Readable","Clear",1,1,"Max height < 0.5 m",0,0,"No consolidated sediment","<0.3 m of Relief","Current Direction Unknown","Current Magnitude Unknown",0,NA,0,NA,0,0,NA,0,"A Camera"
"3265","Yes","T60100032324","2010-5004","T60",100032,"324","SEFIS","15:18",29,7,2010,30.9,-80.6,34,34,106,5379,"ReconConv",50.14,34.33,21.88,36.19,6.7,4.26,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,"GoPro",NA,NA,NA,NA,NA,NA,"HD Hero/Old Housing",NA,NA,NA,NA,NA,NA,"ZHS",NA,"2/8/2011",NA,"",NA,"",NA,41,NA,"Yes",NA,"",NA,"Not Dark","No Bounce","Doesn't Move","No Obstruction","Out of Focus, but Readable","Clear",10,10,"Max height < 0.5 m",4,4,"> 50% consolidated sediment <1 m in diameter","<0.3 m of Relief","Towards","Weak",0,NA,0,NA,0,0,NA,0,"A Camera"
"3267","Yes","T60100035324","2010-5005","T60",100035,"324","SEFIS","18:02",29,7,2010,30.91,-80.6,33,33,92,5234,"ReconConv",45.42,31.1,22.52,36.21,6.87,4.55,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,"GoPro",NA,NA,NA,NA,NA,NA,"HD Hero/Old Housing",NA,NA,NA,NA,NA,NA,"DJB",NA,"2/11/2011",NA,"",NA,"",NA,41,NA,"Yes",NA,"",NA,"Not Dark","No Bounce","Doesn't Move","No Obstruction","Out of Focus, but Readable","Clear",2,2,"Max height < 0.5 m",0,0,"No consolidated sediment","<0.3 m of Relief","Cross","Weak",0,NA,0,NA,0,0,NA,0,"A Camera"
"3268","Yes","T60100036324","2010-5005","T60",100036,"324","SEFIS","18:05",29,7,2010,30.91,-80.61,34,34,96,5235,"ReconConv",45.42,31.1,22.52,36.21,6.87,4.55,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,"GoPro",NA,NA,NA,NA,NA,NA,"HD Hero/Old Housing",NA,NA,NA,NA,NA,NA,"ZHS",NA,"4/5/2011",NA,"CMS",NA,"2/22/2013",NA,41,NA,"Yes",NA,"",NA,"Not Dark","No Bounce","Doesn't Move","No Obstruction","Out of Focus, but Readable","Clear",30,30,"Max height < 0.5 m",60,60,"> 50% consolidated sediment <1 m in diameter","<0.3 m of Relief","Cross","Weak",0,NA,0,NA,0,0,NA,0,"A Camera"
"3269","Yes","T60100037324","2010-5005","T60",100037,"324","SEFIS","18:13",29,7,2010,30.91,-80.61,33,33,98,5238,"ReconConv",45.42,31.1,22.52,36.21,6.87,4.55,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,"GoPro",NA,NA,NA,NA,NA,NA,"HD Hero/Old Housing",NA,NA,NA,NA,NA,NA,"DJB",NA,"3/16/2011",NA,"",NA,"",NA,41,NA,"Yes",NA,"",NA,"Not Dark","No Bounce","Doesn't Move","No Obstruction","Out of Focus, but Readable","Clear",0,0,"No attached biota",1,1,"> 50% consolidated sediment <1 m in diameter","<0.3 m of Relief","Cross","Weak",0,NA,0,NA,0,0,NA,0,"A Camera"
"3270","Yes","T60100038324","2010-5005","T60",100038,"324","SEFIS","18:19",29,7,2010,30.91,-80.61,33,33,103,5236,"ReconConv",45.42,31.1,22.52,36.21,6.87,4.55,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,"GoPro",NA,NA,NA,NA,NA,NA,"HD Hero/Old Housing",NA,NA,NA,NA,NA,NA,"CMS",NA,"3/23/2011",NA,"ZHS",NA,"11/14/2012",NA,41,NA,"Yes",NA,"",NA,"Not Dark","No Bounce","Doesn't Move","No Obstruction","Out of Focus, but Readable","Clear",25,25,"Max height < 0.5 m",15,15,"> 50% consolidated sediment <1 m in diameter","<0.3 m of Relief","Towards","Weak",0,NA,0,NA,0,0,NA,0,"A Camera"
"3271","Yes","T60123167324","2012-1026","T60",123167,"324","SEFIS","15:19",1,5,2012,31.53,-79.74,59,59,98,329,"Random",101.18,69.26,18.07,36.03,4.85,7.56,NA,NA,NA,0.53,1.06,NA,1,NA,1,NA,NA,NA,NA,"Canon",NA,"GoPro",NA,NA,NA,NA,"HF S200",NA,"HD Hero/Flat Housing",NA,NA,NA,NA,"BZT",NA,"11/28/2012",NA,"",NA,"",NA,41,NA,"Yes",NA,"",NA,"Not Dark","No Bounce","Doesn't Move","No Obstruction","Focused","Poor",2,2,"Max height < 0.5 m",1,1,"> 50% consolidated sediment <1 m in diameter","<0.3 m of Relief","Cross","Weak",0,NA,0,NA,0,0,NA,0,"A Camera"
"3272","Yes","T60100040324","2010-5005","T60",100040,"324","SEFIS","18:46",29,7,2010,30.91,-80.62,33,33,99,5237,"ReconConv",45.42,31.1,22.52,36.21,6.87,4.55,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,"GoPro",NA,NA,NA,NA,NA,NA,"HD Hero/Old Housing",NA,NA,NA,NA,NA,NA,"ZHS",NA,"2/15/2011",NA,"",NA,"",NA,41,NA,"Yes",NA,"",NA,"Not Dark","No Bounce","Doesn't Move","No Obstruction","Out of Focus, but Readable","Clear",2,2,"Max height < 0.5 m",0,0,"No consolidated sediment","<0.3 m of Relief","Current Direction Unknown","Weak",0,NA,0,NA,0,0,NA,0,"A Camera"
"3273","Yes","T60123169324","2012-1026","T60",123169,"324","SEFIS","15:32",1,5,2012,31.53,-79.75,58,58,107,5289,"Random",101.18,69.26,18.07,36.03,4.85,7.56,NA,NA,NA,0.53,1.06,NA,1,NA,1,NA,NA,NA,NA,"Canon",NA,"GoPro",NA,NA,NA,NA,"HF S200",NA,"HD Hero/Flat Housing",NA,NA,NA,NA,"BZT",NA,"11/30/2012",NA,"",NA,"",NA,41,NA,"Yes",NA,"",NA,"Not Dark","No Bounce","Doesn't Move","No Obstruction","Focused","Poor",5,2.5,"Max height < 0.5 m",0,0,"No consolidated sediment","<0.3 m of Relief","Away","Weak",0,NA,0,NA,0,0,NA,0,"A Camera"
"3275","Yes","T60123172324","2012-1027","T60",123172,"324","SEFIS","20:43",23,5,2012,31.63,-80.57,24,24,86,5341,"Random",30.87,21.14,23.5,35.91,6.59,2.8,NA,NA,NA,0.35,54.8,NA,1,NA,1,NA,NA,1,NA,"Canon",NA,"GoPro",NA,NA,"GoPro",NA,"HF S200",NA,"HD Hero/Flat Housing",NA,NA,"HD Hero/Old Housing",NA,"DJB",NA,"10/24/2012",NA,"",NA,"",NA,41,NA,"Yes",NA,"",NA,"Not Dark","No Bounce","Moves, but Readable","No Obstruction","Focused","Fair",10,7.5,"Max Height >0.5 m",10,7.5,">50% Consolidated Sediment > 1 m in diameter","0.3 - 1 m of Relief","Cross","Weak",0,NA,0,NA,0,0,NA,0,"A Camera"
"3276","Yes","T60123173324","2012-1027","T60",123173,"324","SEFIS","20:48",23,5,2012,31.62,-80.58,24,24,93,5340,"NonRandom",30.87,21.14,23.5,35.91,6.59,2.8,NA,NA,NA,0.35,54.8,NA,1,NA,1,NA,NA,NA,NA,"Canon",NA,"GoPro",NA,NA,NA,NA,"HF S200",NA,"HD Hero/Flat Housing",NA,NA,NA,NA,"DMG",NA,"5/7/2013",NA,"",NA,"",NA,41,NA,"Yes",NA,"",NA,"Not Dark","No Bounce","Doesn't Move","No Obstruction","Focused","Fair",1,0.5,"Max height < 0.5 m",2,1,"> 50% consolidated sediment <1 m in diameter","<0.3 m of Relief","Away","Weak",0,NA,0,NA,0,0,NA,0,"A Camera"
"3277","Yes","T60123174324","2012-1027","T60",123174,"324","SEFIS","20:52",23,5,2012,31.63,-80.58,24,24,97,5344,"Random",30.87,21.14,23.5,35.91,6.59,2.8,NA,NA,NA,0.35,54.8,NA,1,NA,1,NA,NA,NA,NA,"Canon",NA,"GoPro",NA,NA,NA,NA,"HF S200",NA,"HD Hero/Flat Housing",NA,NA,NA,NA,"DJB",NA,"10/25/2012",NA,"",NA,"",NA,41,NA,"Yes",NA,"",NA,"Not Dark","No Bounce","Doesn't Move","No Obstruction","Focused","Fair",20,20,"Max Height >0.5 m",0,0,"No consolidated sediment","<0.3 m of Relief","Cross","Weak",0,NA,0,NA,0,0,NA,0,"A Camera"
"3278","Yes","T60100049324","2010-5007","T60",100049,"324","SEFIS","12:52",30,7,2010,31.24,-79.88,49,49,118,5243,"ReconConv",82.17,56.26,20.64,36.17,6.81,13.56,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,"GoPro",NA,NA,NA,NA,NA,NA,"HD Hero/Old Housing",NA,NA,NA,NA,NA,NA,"ZHS",NA,"6/20/2011",NA,"",NA,"",NA,41,NA,"Yes",NA,"",NA,"Not Dark","No Bounce","Doesn't Move","No Obstruction","Out of Focus, but Readable","Fair",50,50,"Max height < 0.5 m",8,8,">50% Consolidated Sediment > 1 m in diameter","0.3 - 1 m of Relief","Away","Weak",0,NA,0,NA,0,0,NA,0,"A Camera"
"3279","Yes","T60123176324","2012-1027","T60",123176,"324","SEFIS","21:00",23,5,2012,31.63,-80.57,23,23,102,5343,"NonRandom",30.87,21.14,23.5,35.91,6.59,2.8,NA,NA,NA,0.35,54.8,NA,1,NA,1,NA,NA,NA,NA,"Canon",NA,"GoPro",NA,NA,NA,NA,"HF S200",NA,"HD Hero/Flat Housing",NA,NA,NA,NA,"DMM",NA,"5/8/2013",NA,"",NA,"",NA,41,NA,"Yes",NA,"",NA,"Not Dark","No Bounce","Doesn't Move","No Obstruction","Focused","Fair",15,7.5,"Max height < 0.5 m",10,5,"> 50% consolidated sediment <1 m in diameter","<0.3 m of Relief","Cross","Weak",0,NA,0,NA,0,0,NA,0,"A Camera"
"3280","Yes","T60100053324","2010-5008","T60",100053,"324","SEFIS","21:10",30,7,2010,31.43,-80.34,36,36,106,311,"Duplicate",53.66,36.74,19.27,36.04,7.59,66.91,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,"GoPro",NA,NA,NA,NA,NA,NA,"HD Hero/Old Housing",NA,NA,NA,NA,NA,NA,"ZHS",NA,"2/1/2012",NA,"",NA,"",NA,41,NA,"Yes",NA,"",NA,"Not Dark","No Bounce","Doesn't Move","No Obstruction","Out of Focus, but Readable","Fair",0,0,"No attached biota",0,0,"No consolidated sediment","<0.3 m of Relief","Away","Weak",0,NA,0,NA,0,0,NA,0,"A Camera"
"3281","Yes","T60123179324","2012-1028","T60",123179,"324","SEFIS","12:04",24,5,2012,31.63,-79.66,73,73,85,360,"Random",106.93,73.2,18.56,36.16,4.93,1.59,NA,NA,NA,1.6,0.32,NA,1,NA,1,NA,NA,1,NA,"Canon",NA,"GoPro",NA,NA,"GoPro",NA,"HF S200",NA,"HD Hero/Flat Housing",NA,NA,"HD Hero/Old Housing",NA,"DJB",NA,"10/25/2012",NA,"",NA,"",NA,41,NA,"Yes",NA,"",NA,"Dark, but Readable","No Bounce","Doesn't Move","No Obstruction","Focused","Fair",5,2.5,"Max height < 0.5 m",0,0,"No consolidated sediment","<0.3 m of Relief","Cross","Weak",0,NA,0,NA,0,0,NA,0,"A Camera"
